customer_id,trans_date,tran_amount,response,Month,Year
CS2916,2013-11-10,70,1,11,2013
CS5774,2013-02-23,76,0,2,2013
CS1619,2013-02-09,63,1,2,2013
CS1704,2012-02-01,78,0,2,2012
CS3205,2013-06-14,38,0,6,2013
CS3856,2011-09-01,62,0,9,2011
CS5323,2012-08-20,105,0,8,2012
CS2952,2013-03-19,65,1,3,2013
CS1618,2011-09-06,80,0,9,2011
CS3741,2013-03-28,39,0,3,2013
CS4453,2014-09-24,86,0,9,2014
CS5122,2011-08-29,49,0,8,2011
CS1889,2013-12-19,67,0,12,2013
CS1993,2011-07-12,37,0,7,2011
CS1375,2012-10-29,100,0,10,2012
CS3272,2011-05-30,99,0,5,2011
CS1461,2013-12-18,40,0,12,2013
CS2545,2011-09-03,58,0,9,2011
CS4668,2012-09-18,76,0,9,2012
CS4470,2013-02-26,52,1,2,2013
CS3543,2012-06-02,75,0,6,2012
CS3610,2011-06-15,97,0,6,2011
CS5226,2013-01-09,83,0,1,2013
CS2083,2012-06-26,93,0,6,2012
CS1703,2013-10-01,65,1,10,2013
CS1775,2014-01-21,59,0,1,2014
CS5535,2012-04-01,53,0,4,2012
CS5913,2012-11-03,105,0,11,2012
CS1965,2011-08-17,35,0,8,2011
CS4555,2013-10-19,95,0,10,2013
CS2891,2014-05-10,46,1,5,2014
CS2182,2014-08-28,73,1,8,2014
CS2083,2011-08-09,80,0,8,2011
CS1325,2012-09-15,39,0,9,2012
CS5880,2012-05-20,71,0,5,2012
CS3228,2014-09-08,42,1,9,2014
CS3094,2013-01-15,105,0,1,2013
CS4199,2013-02-04,70,0,2,2013
CS5524,2014-07-20,71,1,7,2014
CS3719,2011-10-29,101,0,10,2011
CS3906,2013-01-26,67,0,1,2013
CS2932,2012-12-25,37,0,12,2012
CS3911,2014-07-14,65,0,7,2014
CS6076,2012-03-06,92,0,3,2012
CS5772,2014-10-27,105,0,10,2014
CS3698,2014-01-13,62,0,1,2014
CS3619,2013-03-10,99,0,3,2013
CS3673,2011-07-23,59,0,7,2011
CS3433,2012-08-23,48,0,8,2012
CS5866,2012-08-27,49,0,8,2012
CS2223,2012-12-04,96,0,12,2012
CS5450,2014-07-23,95,0,7,2014
CS1891,2011-11-21,43,0,11,2011
CS4783,2014-01-17,44,0,1,2014
CS2505,2011-11-19,81,0,11,2011
CS3226,2014-06-15,40,0,6,2014
CS1163,2014-01-31,51,0,1,2014
CS5405,2013-06-15,49,0,6,2013
CS3053,2014-08-13,67,0,8,2014
CS3096,2011-12-28,71,0,12,2011
CS5109,2011-06-18,65,0,6,2011
CS3572,2012-04-26,88,1,4,2012
CS5667,2011-10-09,103,0,10,2011
CS2324,2012-07-05,57,0,7,2012
CS2815,2013-02-04,91,0,2,2013
CS1925,2013-07-30,81,0,7,2013
CS4625,2011-07-08,60,0,7,2011
CS3267,2013-05-09,43,0,5,2013
CS3669,2011-07-14,43,0,7,2011
CS2608,2013-05-19,100,0,5,2013
CS1999,2012-08-22,38,0,8,2012
CS1909,2014-02-27,66,0,2,2014
CS1181,2011-08-05,43,0,8,2011
CS2518,2014-09-13,46,0,9,2014
CS1605,2014-11-03,85,0,11,2014
CS5550,2013-01-31,37,0,1,2013
CS5873,2013-12-21,95,1,12,2013
CS4786,2011-08-06,100,0,8,2011
CS1638,2012-07-27,91,0,7,2012
CS1368,2015-01-14,81,0,1,2015
CS3121,2012-03-12,45,0,3,2012
CS1637,2013-01-15,71,0,1,2013
CS3827,2011-05-20,95,0,5,2011
CS3967,2012-04-11,55,0,4,2012
CS1713,2015-03-07,95,0,3,2015
CS4606,2012-02-06,38,0,2,2012
CS1363,2014-07-16,63,0,7,2014
CS6050,2011-06-13,73,0,6,2011
CS5926,2015-01-19,91,0,1,2015
CS4704,2015-02-22,41,0,2,2015
CS2924,2011-10-21,70,0,10,2011
CS2803,2012-10-24,92,0,10,2012
CS2137,2014-05-15,35,0,5,2014
CS2316,2014-11-10,53,0,11,2014
CS4522,2012-03-25,90,0,3,2012
CS2474,2014-11-20,47,0,11,2014
CS5780,2013-10-11,92,1,10,2013
CS4144,2012-08-06,98,0,8,2012
CS3834,2013-09-22,46,0,9,2013
CS2695,2013-11-16,57,0,11,2013
CS3042,2014-11-17,92,0,11,2014
CS1245,2014-03-07,76,0,3,2014
CS4251,2013-03-28,105,0,3,2013
CS2733,2013-01-01,88,0,1,2013
CS2161,2013-12-28,59,1,12,2013
CS1757,2013-09-17,94,1,9,2013
CS5933,2012-09-24,94,0,9,2012
CS1605,2011-11-23,63,0,11,2011
CS4334,2012-04-10,92,0,4,2012
CS5655,2011-10-31,53,0,10,2011
CS3266,2013-11-07,70,0,11,2013
CS5723,2011-06-20,51,0,6,2011
CS5587,2011-08-06,37,0,8,2011
CS4348,2015-01-27,89,0,1,2015
CS5628,2012-05-03,68,0,5,2012
CS1783,2012-09-14,58,0,9,2012
CS5218,2013-08-11,86,0,8,2013
CS1773,2012-11-28,83,0,11,2012
CS1945,2012-03-30,61,1,3,2012
CS1996,2013-03-19,97,1,3,2013
CS6049,2012-04-30,37,0,4,2012
CS2447,2012-05-07,44,0,5,2012
CS3782,2012-12-30,77,1,12,2012
CS4256,2012-02-25,87,0,2,2012
CS1232,2011-06-15,43,0,6,2011
CS1440,2013-04-04,44,0,4,2013
CS1945,2012-04-19,57,1,4,2012
CS2190,2013-12-12,36,1,12,2013
CS5897,2014-06-28,98,0,6,2014
CS5172,2012-02-02,49,0,2,2012
CS2699,2014-03-06,95,0,3,2014
CS1407,2014-07-18,52,1,7,2014
CS4465,2014-04-30,80,0,4,2014
CS4633,2015-02-10,80,0,2,2015
CS1204,2013-04-10,60,0,4,2013
CS1343,2013-07-06,45,0,7,2013
CS5933,2014-04-27,99,0,4,2014
CS4039,2015-01-05,42,0,1,2015
CS5238,2012-01-16,40,0,1,2012
CS4931,2014-08-11,39,0,8,2014
CS1394,2011-08-03,92,0,8,2011
CS1615,2014-06-22,104,1,6,2014
CS3288,2014-08-17,86,0,8,2014
CS2979,2011-08-11,89,0,8,2011
CS4582,2011-12-14,48,1,12,2011
CS5043,2012-04-06,89,0,4,2012
CS5189,2011-12-01,74,1,12,2011
CS2618,2014-02-28,91,0,2,2014
CS3232,2012-04-18,68,1,4,2012
CS2886,2011-10-15,47,0,10,2011
CS4260,2011-09-06,75,1,9,2011
CS2079,2013-08-14,97,0,8,2013
CS3467,2014-01-09,103,0,1,2014
CS5169,2013-03-11,105,0,3,2013
CS1186,2013-02-22,43,0,2,2013
CS2822,2014-03-24,77,0,3,2014
CS5061,2014-12-01,67,0,12,2014
CS1979,2013-10-11,36,0,10,2013
CS3526,2012-12-08,40,0,12,2012
CS2989,2013-07-01,95,0,7,2013
CS4254,2012-09-30,39,0,9,2012
CS1405,2015-02-25,43,0,2,2015
CS4534,2012-08-04,45,0,8,2012
CS3554,2012-01-06,95,0,1,2012
CS4647,2014-03-29,35,0,3,2014
CS5746,2011-10-17,63,0,10,2011
CS5787,2014-12-01,82,0,12,2014
CS3400,2011-12-18,89,0,12,2011
CS4476,2012-08-26,77,0,8,2012
CS3009,2014-11-21,82,0,11,2014
CS3668,2014-03-15,45,0,3,2014
CS5027,2012-06-27,103,0,6,2012
CS3675,2014-07-10,49,0,7,2014
CS5303,2012-11-03,103,0,11,2012
CS4183,2014-02-02,56,1,2,2014
CS5148,2013-11-28,53,0,11,2013
CS2327,2013-02-17,58,0,2,2013
CS4272,2014-12-25,53,0,12,2014
CS5439,2011-08-03,62,0,8,2011
CS5510,2014-02-11,72,0,2,2014
CS5522,2013-08-06,67,0,8,2013
CS1185,2013-06-02,64,0,6,2013
CS3421,2011-10-04,53,0,10,2011
CS1260,2013-12-05,77,0,12,2013
CS3733,2014-05-23,92,0,5,2014
CS3034,2014-07-13,58,0,7,2014
CS4826,2013-12-05,36,0,12,2013
CS5674,2013-12-25,38,0,12,2013
CS4325,2013-03-27,77,0,3,2013
CS3613,2014-02-05,105,0,2,2014
CS1128,2012-09-05,49,0,9,2012
CS2179,2014-06-10,46,0,6,2014
CS3182,2012-11-02,36,0,11,2012
CS5459,2012-04-08,80,0,4,2012
CS4528,2013-03-31,65,0,3,2013
CS1185,2015-03-05,84,0,3,2015
CS2998,2013-02-07,53,0,2,2013
CS1313,2012-03-03,57,0,3,2012
CS2743,2014-08-16,41,0,8,2014
CS5762,2014-10-28,54,0,10,2014
CS3109,2014-10-07,39,1,10,2014
CS5640,2013-02-26,50,0,2,2013
CS3710,2012-02-11,47,1,2,2012
CS6054,2014-08-23,50,0,8,2014
CS3448,2014-08-27,76,0,8,2014
CS4806,2014-10-16,46,0,10,2014
CS1443,2014-05-02,89,1,5,2014
CS2517,2014-01-20,37,0,1,2014
CS1248,2012-09-03,97,0,9,2012
CS1802,2015-02-02,35,0,2,2015
CS4837,2012-11-17,100,0,11,2012
CS1530,2013-02-10,58,0,2,2013
CS5425,2014-06-14,49,0,6,2014
CS3242,2012-03-28,82,0,3,2012
CS5321,2011-06-23,102,0,6,2011
CS1514,2012-06-05,83,0,6,2012
CS5254,2014-08-09,46,0,8,2014
CS3471,2014-07-09,97,0,7,2014
CS3308,2015-01-31,101,0,1,2015
CS3925,2012-07-28,92,0,7,2012
CS5147,2013-01-19,50,0,1,2013
CS1263,2011-07-29,66,0,7,2011
CS3154,2012-10-22,89,0,10,2012
CS2149,2013-08-11,50,0,8,2013
CS3144,2013-05-31,104,0,5,2013
CS4698,2014-07-09,56,0,7,2014
CS2493,2015-03-15,74,0,3,2015
CS4530,2013-05-22,60,0,5,2013
CS3157,2015-01-13,100,0,1,2015
CS3675,2013-10-18,44,0,10,2013
CS5304,2012-02-17,78,0,2,2012
CS2831,2012-03-10,67,0,3,2012
CS3124,2013-09-09,44,0,9,2013
CS4687,2014-10-13,81,0,10,2014
CS6022,2011-05-31,101,0,5,2011
CS3186,2011-07-02,93,0,7,2011
CS2824,2014-10-02,48,1,10,2014
CS4785,2014-09-14,82,0,9,2014
CS4910,2013-06-20,103,0,6,2013
CS2803,2014-11-09,98,0,11,2014
CS4332,2011-08-20,41,0,8,2011
CS1435,2014-08-15,65,0,8,2014
CS2924,2014-07-29,76,0,7,2014
CS1570,2012-03-14,75,0,3,2012
CS2638,2015-03-03,45,0,3,2015
CS3942,2013-10-05,74,1,10,2013
CS1760,2014-10-10,79,1,10,2014
CS2368,2013-07-15,65,0,7,2013
CS2119,2012-01-17,48,0,1,2012
CS1738,2015-02-09,39,0,2,2015
CS1542,2013-02-07,88,0,2,2013
CS5781,2012-09-21,62,0,9,2012
CS3686,2013-10-04,89,0,10,2013
CS5817,2014-09-20,87,0,9,2014
CS2820,2012-01-13,57,0,1,2012
CS2697,2013-04-20,43,0,4,2013
CS5883,2012-11-19,91,0,11,2012
CS1393,2014-04-03,93,1,4,2014
CS3365,2014-01-25,78,0,1,2014
CS2457,2013-10-04,69,1,10,2013
CS3856,2013-11-21,81,0,11,2013
CS1313,2011-11-30,94,0,11,2011
CS5711,2013-05-18,61,0,5,2013
CS1241,2012-08-20,70,0,8,2012
CS2317,2013-06-29,39,0,6,2013
CS5668,2011-05-28,72,0,5,2011
CS1688,2013-07-26,75,0,7,2013
CS5686,2012-09-21,41,0,9,2012
CS2816,2012-01-20,44,0,1,2012
CS2825,2013-03-08,82,0,3,2013
CS5170,2011-09-15,64,0,9,2011
CS5016,2014-03-17,44,0,3,2014
CS1291,2014-05-26,96,0,5,2014
CS3525,2013-06-04,82,0,6,2013
CS4354,2014-08-25,88,1,8,2014
CS1539,2013-11-18,81,1,11,2013
CS3981,2011-10-30,65,0,10,2011
CS4251,2013-02-24,47,0,2,2013
CS3462,2011-11-28,63,0,11,2011
CS4582,2013-09-21,44,1,9,2013
CS4899,2012-04-10,57,0,4,2012
CS4442,2013-11-22,44,1,11,2013
CS3164,2013-05-11,100,0,5,2013
CS4827,2014-12-26,74,0,12,2014
CS3139,2015-03-03,66,0,3,2015
CS2534,2012-06-30,41,0,6,2012
CS4353,2012-02-12,96,0,2,2012
CS5443,2013-12-19,95,0,12,2013
CS1166,2014-09-21,104,0,9,2014
CS5668,2013-10-06,68,0,10,2013
CS2656,2012-06-23,57,0,6,2012
CS5247,2012-08-14,51,0,8,2012
CS5238,2012-08-07,77,0,8,2012
CS4306,2014-08-21,63,0,8,2014
CS4478,2014-08-27,65,1,8,2014
CS2635,2011-11-07,36,0,11,2011
CS1391,2013-08-30,67,0,8,2013
CS4006,2013-01-04,42,0,1,2013
CS4675,2012-12-14,59,0,12,2012
CS1533,2012-04-22,39,0,4,2012
CS3263,2011-09-21,100,0,9,2011
CS3859,2013-11-03,73,1,11,2013
CS1235,2012-08-08,90,1,8,2012
CS2035,2014-11-03,60,0,11,2014
CS1533,2015-02-01,97,0,2,2015
CS5442,2013-03-25,66,0,3,2013
CS4097,2014-11-23,41,0,11,2014
CS2005,2014-12-17,84,0,12,2014
CS4680,2014-07-25,48,0,7,2014
CS4966,2012-01-22,82,0,1,2012
CS2719,2013-11-09,97,1,11,2013
CS3246,2011-10-04,74,0,10,2011
CS5281,2014-01-08,59,0,1,2014
CS5725,2011-10-25,49,0,10,2011
CS5150,2014-06-24,74,0,6,2014
CS3629,2014-02-09,69,0,2,2014
CS1908,2012-01-26,75,0,1,2012
CS4874,2012-04-04,73,0,4,2012
CS4971,2013-01-04,67,0,1,2013
CS4277,2012-02-19,80,0,2,2012
CS1468,2013-03-31,89,0,3,2013
CS5979,2012-03-08,70,0,3,2012
CS1132,2012-02-05,52,0,2,2012
CS5476,2012-05-04,85,0,5,2012
CS5270,2015-02-12,90,0,2,2015
CS5737,2015-02-05,69,0,2,2015
CS1710,2012-07-19,57,0,7,2012
CS6062,2014-12-23,54,0,12,2014
CS4171,2011-08-20,100,0,8,2011
CS1731,2012-04-27,93,0,4,2012
CS1405,2014-10-21,84,0,10,2014
CS5139,2013-07-06,77,0,7,2013
CS5140,2013-07-21,67,0,7,2013
CS3610,2012-03-12,99,0,3,2012
CS2949,2013-07-13,49,0,7,2013
CS3225,2012-01-13,98,0,1,2012
CS5956,2013-11-13,60,1,11,2013
CS2337,2015-03-11,78,0,3,2015
CS2278,2014-07-04,36,0,7,2014
CS3711,2014-06-16,87,0,6,2014
CS4197,2013-04-30,57,0,4,2013
CS2104,2013-09-02,71,0,9,2013
CS1986,2014-04-12,87,0,4,2014
CS1678,2014-09-30,102,0,9,2014
CS5412,2015-02-15,67,1,2,2015
CS4528,2011-10-23,52,0,10,2011
CS2331,2014-01-08,41,1,1,2014
CS3157,2012-09-26,69,0,9,2012
CS1458,2014-10-02,52,0,10,2014
CS3553,2014-02-04,97,0,2,2014
CS5542,2013-03-07,103,0,3,2013
CS1406,2014-03-25,103,0,3,2014
CS1689,2013-12-18,104,1,12,2013
CS1856,2012-01-05,49,0,1,2012
CS2603,2014-11-13,63,1,11,2014
CS3546,2014-08-26,105,0,8,2014
CS4044,2013-07-16,60,0,7,2013
CS2371,2011-05-30,102,0,5,2011
CS4129,2014-08-21,55,0,8,2014
CS3886,2014-07-04,55,1,7,2014
CS5829,2014-03-22,52,0,3,2014
CS3610,2012-11-25,47,0,11,2012
CS1923,2011-08-08,79,1,8,2011
CS2680,2014-08-29,39,0,8,2014
CS5178,2013-12-23,43,0,12,2013
CS2707,2015-01-30,91,0,1,2015
CS5286,2011-06-08,57,0,6,2011
CS4431,2012-09-12,55,0,9,2012
CS5487,2014-04-26,48,0,4,2014
CS3040,2013-02-08,97,0,2,2013
CS2030,2013-06-04,63,0,6,2013
CS2506,2012-07-20,99,0,7,2012
CS5743,2011-08-25,80,0,8,2011
CS2471,2013-03-07,63,0,3,2013
CS5862,2014-11-05,78,0,11,2014
CS3964,2012-06-13,88,0,6,2012
CS1199,2013-10-29,79,0,10,2013
CS3315,2011-10-06,69,0,10,2011
CS3322,2013-05-25,53,0,5,2013
CS5056,2014-03-16,81,0,3,2014
CS1624,2013-04-03,84,0,4,2013
CS3193,2012-09-14,79,0,9,2012
CS6093,2013-11-08,53,1,11,2013
CS2893,2011-06-07,63,0,6,2011
CS3844,2013-02-25,101,0,2,2013
CS5766,2013-12-03,77,1,12,2013
CS2165,2012-12-16,70,0,12,2012
CS2537,2013-04-15,49,0,4,2013
CS5661,2012-04-20,105,0,4,2012
CS2409,2014-05-14,78,0,5,2014
CS3409,2014-04-20,72,1,4,2014
CS5447,2011-06-04,78,0,6,2011
CS1888,2012-09-28,103,0,9,2012
CS1978,2012-07-28,67,0,7,2012
CS1899,2013-06-20,81,0,6,2013
CS2272,2014-08-08,49,0,8,2014
CS1995,2014-09-30,88,1,9,2014
CS4415,2013-10-29,52,0,10,2013
CS2862,2015-02-21,94,0,2,2015
CS1629,2014-04-06,100,0,4,2014
CS3694,2014-06-06,74,1,6,2014
CS1448,2014-05-17,66,0,5,2014
CS2625,2012-07-03,74,0,7,2012
CS5038,2011-09-01,48,0,9,2011
CS5353,2012-07-20,40,0,7,2012
CS5483,2013-12-23,61,0,12,2013
CS1336,2012-07-24,41,0,7,2012
CS1379,2013-06-21,73,0,6,2013
CS4013,2015-02-25,52,0,2,2015
CS1214,2013-03-27,60,0,3,2013
CS2333,2013-06-10,83,0,6,2013
CS2565,2012-09-05,92,0,9,2012
CS3853,2011-12-16,56,0,12,2011
CS5853,2011-09-20,45,0,9,2011
CS5846,2011-05-21,35,0,5,2011
CS2640,2012-11-07,81,0,11,2012
CS1768,2012-06-24,67,1,6,2012
CS3673,2012-12-19,96,0,12,2012
CS3004,2013-04-20,74,0,4,2013
CS5006,2013-01-25,74,0,1,2013
CS1751,2014-05-10,46,0,5,2014
CS2083,2011-10-27,55,0,10,2011
CS3388,2012-02-10,49,0,2,2012
CS2338,2014-04-28,67,0,4,2014
CS1117,2014-01-11,70,0,1,2014
CS5702,2013-09-06,98,0,9,2013
CS4033,2013-04-09,100,0,4,2013
CS5525,2011-12-01,61,0,12,2011
CS4594,2014-01-06,37,0,1,2014
CS5856,2012-07-07,80,0,7,2012
CS1954,2012-11-22,101,0,11,2012
CS3432,2011-07-08,37,0,7,2011
CS1880,2012-09-05,58,0,9,2012
CS1338,2013-01-14,39,0,1,2013
CS1386,2015-01-04,51,0,1,2015
CS5020,2012-12-18,51,0,12,2012
CS1581,2013-08-13,99,0,8,2013
CS4257,2012-07-03,83,0,7,2012
CS3936,2013-07-27,73,1,7,2013
CS4867,2012-05-24,73,0,5,2012
CS4076,2012-07-14,98,1,7,2012
CS2296,2014-08-07,99,0,8,2014
CS5032,2013-07-05,47,0,7,2013
CS2099,2013-05-10,67,0,5,2013
CS4300,2011-08-01,100,0,8,2011
CS5633,2014-02-24,98,0,2,2014
CS3373,2014-03-09,47,0,3,2014
CS1526,2012-02-16,63,0,2,2012
CS2351,2013-08-05,101,0,8,2013
CS4967,2011-12-11,73,0,12,2011
CS3333,2013-02-16,57,0,2,2013
CS1660,2012-12-17,37,0,12,2012
CS1403,2014-06-08,101,1,6,2014
CS2160,2012-02-11,57,0,2,2012
CS5397,2011-06-18,35,0,6,2011
CS2579,2014-07-11,63,0,7,2014
CS1798,2013-01-29,49,0,1,2013
CS2741,2011-09-04,90,1,9,2011
CS2500,2011-08-02,71,0,8,2011
CS4131,2012-08-30,104,0,8,2012
CS5185,2013-06-20,50,0,6,2013
CS2613,2012-05-21,81,0,5,2012
CS3519,2014-12-12,84,0,12,2014
CS5534,2014-01-26,66,0,1,2014
CS2830,2011-11-17,46,0,11,2011
CS1176,2014-06-27,53,0,6,2014
CS3272,2012-03-08,64,0,3,2012
CS2861,2012-08-21,73,0,8,2012
CS3091,2012-01-17,52,0,1,2012
CS2765,2013-07-18,54,0,7,2013
CS2440,2014-08-22,102,0,8,2014
CS2283,2013-05-11,47,0,5,2013
CS4995,2013-04-09,47,1,4,2013
CS2064,2011-08-27,81,1,8,2011
CS2863,2012-09-22,87,0,9,2012
CS1770,2012-06-21,72,0,6,2012
CS2862,2014-10-31,51,0,10,2014
CS3470,2014-05-13,92,0,5,2014
CS5793,2013-12-22,103,0,12,2013
CS1822,2012-02-29,63,0,2,2012
CS4576,2013-01-17,75,0,1,2013
CS2148,2013-09-21,61,1,9,2013
CS4561,2011-10-14,82,1,10,2011
CS2818,2012-02-19,36,0,2,2012
CS2333,2011-10-26,50,0,10,2011
CS1165,2014-12-12,83,0,12,2014
CS4495,2014-03-07,85,0,3,2014
CS1785,2011-07-06,102,1,7,2011
CS1976,2012-05-03,78,0,5,2012
CS2502,2014-03-09,65,0,3,2014
CS3926,2011-10-25,87,0,10,2011
CS4515,2011-11-07,83,0,11,2011
CS1468,2014-08-14,76,0,8,2014
CS2494,2011-12-29,103,0,12,2011
CS3618,2012-04-19,60,0,4,2012
CS6097,2014-01-16,103,0,1,2014
CS1232,2012-07-14,39,0,7,2012
CS3066,2014-11-28,79,0,11,2014
CS5790,2012-11-10,94,0,11,2012
CS3078,2012-10-31,47,0,10,2012
CS5375,2014-01-20,105,1,1,2014
CS5097,2013-01-23,86,0,1,2013
CS4068,2013-01-02,81,0,1,2013
CS5390,2013-08-11,105,0,8,2013
CS1215,2011-10-01,42,0,10,2011
CS1291,2013-09-16,97,0,9,2013
CS6099,2011-09-09,73,0,9,2011
CS4761,2014-03-11,39,0,3,2014
CS4666,2013-02-16,74,1,2,2013
CS1990,2014-07-09,104,0,7,2014
CS5750,2012-12-08,103,0,12,2012
CS4718,2011-06-23,97,0,6,2011
CS2496,2011-05-20,93,0,5,2011
CS5668,2012-05-04,51,0,5,2012
CS4631,2011-06-15,79,0,6,2011
CS2438,2013-05-12,55,1,5,2013
CS4674,2013-03-22,77,0,3,2013
CS3986,2014-06-08,92,0,6,2014
CS1393,2012-09-15,39,1,9,2012
CS5013,2012-11-16,61,1,11,2012
CS3938,2012-12-06,103,0,12,2012
CS5662,2012-07-14,85,0,7,2012
CS1911,2011-08-26,36,0,8,2011
CS5718,2013-08-11,53,0,8,2013
CS2113,2011-06-19,98,1,6,2011
CS2577,2012-11-03,100,0,11,2012
CS5448,2012-12-07,80,0,12,2012
CS2502,2014-10-24,103,0,10,2014
CS5808,2014-10-15,72,1,10,2014
CS2781,2013-11-06,67,0,11,2013
CS5513,2013-03-10,49,0,3,2013
CS4890,2012-03-09,94,0,3,2012
CS3150,2011-10-11,99,0,10,2011
CS5406,2014-08-31,101,1,8,2014
CS3328,2014-01-01,55,0,1,2014
CS2947,2014-10-19,50,0,10,2014
CS2788,2012-02-02,85,0,2,2012
CS5684,2013-04-13,73,0,4,2013
CS1836,2012-11-26,70,0,11,2012
CS4410,2013-09-19,69,0,9,2013
CS4718,2012-11-06,58,0,11,2012
CS5734,2013-02-17,104,0,2,2013
CS3231,2013-03-01,99,0,3,2013
CS4011,2014-06-06,78,0,6,2014
CS1897,2013-07-25,55,0,7,2013
CS5015,2013-10-06,44,0,10,2013
CS5739,2012-06-21,39,0,6,2012
CS3842,2014-02-22,51,0,2,2014
CS1396,2013-09-15,105,0,9,2013
CS4025,2013-05-23,69,0,5,2013
CS2553,2014-08-22,77,0,8,2014
CS1393,2012-07-26,64,1,7,2012
CS2704,2015-01-27,74,0,1,2015
CS5449,2011-09-04,74,0,9,2011
CS1907,2013-02-18,89,1,2,2013
CS2863,2012-11-01,58,0,11,2012
CS3339,2014-06-16,104,0,6,2014
CS5606,2012-08-18,74,0,8,2012
CS2238,2015-02-12,94,0,2,2015
CS2133,2012-05-28,74,0,5,2012
CS3198,2013-04-13,38,0,4,2013
CS3826,2015-01-04,81,0,1,2015
CS4456,2011-08-09,84,0,8,2011
CS4415,2013-06-25,79,0,6,2013
CS3196,2013-10-17,71,0,10,2013
CS5011,2013-09-02,54,0,9,2013
CS3238,2015-01-22,38,0,1,2015
CS4643,2011-08-16,58,0,8,2011
CS1155,2011-06-22,38,0,6,2011
CS3822,2013-04-05,100,0,4,2013
CS4008,2014-11-05,74,0,11,2014
CS4963,2013-08-15,94,0,8,2013
CS2423,2012-06-07,38,0,6,2012
CS3510,2013-11-17,100,0,11,2013
CS5291,2011-08-30,62,0,8,2011
CS1475,2013-03-02,70,0,3,2013
CS2711,2014-03-06,45,0,3,2014
CS1901,2014-07-29,98,0,7,2014
CS3039,2013-04-25,101,0,4,2013
CS2638,2013-11-30,82,0,11,2013
CS4424,2011-12-01,47,0,12,2011
CS4228,2011-12-10,83,0,12,2011
CS1537,2015-03-11,71,0,3,2015
CS3916,2014-02-08,80,0,2,2014
CS2449,2011-06-01,43,0,6,2011
CS5656,2011-08-07,99,1,8,2011
CS4788,2013-02-13,92,0,2,2013
CS2806,2013-12-23,75,0,12,2013
CS5528,2011-10-12,62,0,10,2011
CS4003,2012-12-08,60,0,12,2012
CS2551,2014-09-22,67,1,9,2014
CS4296,2011-07-12,49,0,7,2011
CS1763,2014-07-10,104,0,7,2014
CS4431,2013-05-01,100,0,5,2013
CS5586,2013-04-01,55,0,4,2013
CS5188,2013-06-08,97,0,6,2013
CS5446,2011-07-02,53,0,7,2011
CS5596,2013-01-24,42,0,1,2013
CS5258,2013-12-23,54,0,12,2013
CS1851,2014-03-22,96,0,3,2014
CS3009,2014-08-07,83,0,8,2014
CS1415,2015-01-01,60,0,1,2015
CS5397,2014-05-16,54,0,5,2014
CS5561,2013-08-17,45,0,8,2013
CS2128,2011-12-23,86,0,12,2011
CS4723,2015-01-03,97,0,1,2015
CS4748,2013-09-07,96,1,9,2013
CS1514,2014-04-12,84,0,4,2014
CS5610,2011-09-16,70,0,9,2011
CS3470,2011-05-21,65,0,5,2011
CS4720,2011-11-28,69,0,11,2011
CS1353,2012-11-23,102,0,11,2012
CS5931,2013-09-28,49,0,9,2013
CS3679,2013-10-22,68,1,10,2013
CS1555,2012-09-26,101,0,9,2012
CS1593,2012-01-19,75,0,1,2012
CS3177,2013-07-16,43,0,7,2013
CS4330,2012-10-03,94,0,10,2012
CS5016,2012-09-15,91,0,9,2012
CS2395,2014-07-29,57,0,7,2014
CS5792,2011-09-11,46,0,9,2011
CS3794,2012-02-26,43,0,2,2012
CS4887,2014-06-22,55,0,6,2014
CS3912,2012-05-30,51,0,5,2012
CS3336,2013-03-12,73,0,3,2013
CS3650,2013-10-20,53,0,10,2013
CS1810,2011-08-10,38,0,8,2011
CS5771,2012-01-11,36,0,1,2012
CS1585,2014-10-24,71,0,10,2014
CS2627,2014-12-23,65,0,12,2014
CS1868,2012-06-08,102,0,6,2012
CS3946,2012-06-03,49,0,6,2012
CS3234,2012-05-18,41,1,5,2012
CS1553,2012-04-04,67,1,4,2012
CS2690,2013-08-17,52,0,8,2013
CS6102,2014-06-24,77,0,6,2014
CS2081,2014-01-03,98,0,1,2014
CS5875,2014-11-18,87,0,11,2014
CS3002,2011-11-03,47,0,11,2011
CS5990,2014-09-23,50,0,9,2014
CS5059,2013-02-09,97,0,2,2013
CS1655,2014-07-18,67,0,7,2014
CS3589,2012-09-07,66,0,9,2012
CS1512,2013-09-15,43,0,9,2013
CS5430,2012-11-03,81,1,11,2012
CS1596,2012-10-06,95,0,10,2012
CS3354,2012-09-27,87,0,9,2012
CS4246,2013-03-12,57,0,3,2013
CS2260,2011-11-25,82,0,11,2011
CS1245,2012-01-19,60,0,1,2012
CS3615,2013-05-30,50,0,5,2013
CS1931,2014-07-08,78,0,7,2014
CS2483,2011-12-08,64,0,12,2011
CS1750,2015-03-04,102,0,3,2015
CS5128,2013-09-18,63,0,9,2013
CS4768,2012-05-12,92,1,5,2012
CS2184,2014-07-15,77,0,7,2014
CS3074,2012-08-30,53,0,8,2012
CS5279,2013-03-19,59,0,3,2013
CS2875,2015-01-24,57,0,1,2015
CS2198,2012-03-02,104,0,3,2012
CS2106,2012-01-07,73,0,1,2012
CS3878,2012-08-05,78,0,8,2012
CS3654,2014-05-12,97,0,5,2014
CS2406,2013-05-23,57,0,5,2013
